David Pat Fuschetto, MD	Cardiology, Interventional Cardiology, Internal Medicine, Nuclear Cardiology	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Roger Adam Rahtz, MD	Psychiatry	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Robert N Corriel, MD	Allergy and Immunology, Pediatrics	North Shore University Hospital	North Shore University Hospital	1.0	40.7773426229	-73.7017289327
Barry M. Wein, DO	Internal Medicine, Critical Care Medicine	Peninsula Hospital Center	Queens Hospital Center	0.808510638298	40.7171760975	-73.8041353226
Gregory Zapantis, MD	Reproductive Endo/Infertility, Obstetrics and Gynecology	State University of NY Health Science Ctr/Brooklyn	The University Of Vermont Health Network	0.6	44.4520176827	-73.2083413558
James Edward DiPoce, MD	Radiology	Sound Shore Medical Center of Westchester GME	Cohen Children's Medical Center of New York	0.613636363636	40.7533397584	-73.7083612475
Michael Leslie Nimaroff, MD	Obstetrics and Gynecology	Assistant Professor, Hofstra Northwell School of Medicine	St. Peter's Hospital Nuclear Medicine	0.510638297872	42.656119649	-73.8049073696
Hugh David Melnick, MD	Reproductive Endo/Infertility, Obstetrics and Gynecology	Lenox Hill Hospital	Lenox Hill Hospital	1.0	40.77364375	-73.9608192444
Simon E. Prince, DO	Nephrology, Internal Medicine	New York College of Osteopathic Medicine	Western New York Children's Psychiatric Center	0.511627906977	42.8247861607	-78.7313216778
Joanne Kechejian, MD	Internal Medicine	UMass Memorial Medical Center - University Campus	United Memorial Medical Center Post Op	0.689655172414	43.004515	-78.176643
Peter Mark Blauzvern, DDS	Dental Medicine	Long Island Jewish Medical Center	Northwell - Long Island Jewish Medical Center	0.846153846154	40.7546839922	-73.7086773402
Monika Izabela Woroniecka, MD	Allergy and Immunology, Pediatrics	Buffalo General Hospital - Kaleida Health System	CTRC @ Buffalo General Hospital	0.607594936709	42.9016614396	-78.866321793
Steven E. Rubin, MD	Pediatric Ophthalmology	Professor, Hofstra Northwell School of Medicine	Strong Memorial Hospital Emergency Medicine	0.533333333333	43.1237236994	-77.624091804
Marvin A Kaplan, MD	Psychiatry	Kings County Hospital Center	Kings County Hospital Center	1.0	40.6567131208	-73.9431810379
Sharon B Markovics, MD	Allergy and Immunology, Pediatrics	Montreal Childrens Hospital, New York University School of Medicine	Golisano Childrens Hospital At Upstate Medical Center	0.566666666667	43.0422175588	-76.138855166
Martin Matalon, MD	Obstetrics and Gynecology	Brookdale University Hospital and Medical Center	Brookdale University Hospital Medical Center	0.95652173913	40.654879833	-73.9123037943
David Mark Witkes, DO	Interventional Cardiology, Cardiology, Internal Medicine	New York College of Osteopathic Medicine	Western New York Children's Psychiatric Center	0.511627906977	42.8247861607	-78.7313216778
Fotini J Kokotos, MD	Pediatrics	New York University School of Medicine	University of Vermont Medical Center	0.594594594595	44.4791837509	-73.1939466261
Eugene Sperandio Bonapace, MD	Gastroenterology, Internal Medicine	New York Hospital Weill Cornell Medical Center	New York Presbyterian Hospital Weill Cornell Medical Center	0.87619047619	40.7647773138	-73.9542734954
