place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	opening_hours	permanently_closed	price_level	rating	url	utc_offset	vicinity
place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	opening_hours	permanently_closed	price_level	rating	url	utc_offset	vicinity
place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	opening_hours	permanently_closed	price_level	rating	url	utc_offset	vicinity
ChIJt2khobqpxIkRL9J3PbJsiY8	Camp Lee Mar Health Center	450 PA-590, Lackawaxen, PA 18435, USA	41.45583120000001	-75.0015332	(570) 685-7188	+1 570-685-7188	http://www.leemar.com/				4.2	https://maps.google.com/?cid=10342917532024295983	-240	450 Pennsylvania 590, Lackawaxen
ChIJTzzTk7453YkRL8nSEc2PROM	Daniel Parchen, Pa	1530 U.S. 9, Wappingers Falls, NY 12590, USA	41.5918146	-73.9086044	(845) 297-2511	+1 845-297-2511	http://www.healthquest.org/medical-practice/hqmp-home.aspx	{u'weekday_text': [u'Monday: 8:00 AM \u2013 8:00 PM', u'Tuesday: 8:00 AM \u2013 8:00 PM', u'Wednesday: 8:00 AM \u2013 8:00 PM', u'Thursday: 8:00 AM \u2013 8:00 PM', u'Friday: 8:00 AM \u2013 8:00 PM', u'Saturday: 8:00 AM \u2013 8:00 PM', u'Sunday: 8:00 AM \u2013 8:00 PM'], u'open_now': True, u'periods': [{u'close': {u'day': 0, u'time': u'2000'}, u'open': {u'day': 0, u'time': u'0800'}}, {u'close': {u'day': 1, u'time': u'2000'}, u'open': {u'day': 1, u'time': u'0800'}}, {u'close': {u'day': 2, u'time': u'2000'}, u'open': {u'day': 2, u'time': u'0800'}}, {u'close': {u'day': 3, u'time': u'2000'}, u'open': {u'day': 3, u'time': u'0800'}}, {u'close': {u'day': 4, u'time': u'2000'}, u'open': {u'day': 4, u'time': u'0800'}}, {u'close': {u'day': 5, u'time': u'2000'}, u'open': {u'day': 5, u'time': u'0800'}}, {u'close': {u'day': 6, u'time': u'2000'}, u'open': {u'day': 6, u'time': u'0800'}}]}				https://maps.google.com/?cid=16376372255956060463	-240	1530 U.S. 9, Wappingers Falls
ChIJbeyaPJ4uw4kRtzDU_HnukVY	Crystal Run Healthcare Goshen	7 Hatfield Ln, Goshen, NY 10924, USA	41.397612	-74.3422766	(845) 615-6999	+1 845-615-6999	http://www.crystalrunhealthcare.com/locations/goshen-7-hatfield-ln	{u'weekday_text': [u'Monday: 7:30 AM \u2013 6:00 PM', u'Tuesday: 7:30 AM \u2013 6:00 PM', u'Wednesday: 7:30 AM \u2013 6:00 PM', u'Thursday: 7:30 AM \u2013 6:00 PM', u'Friday: 7:30 AM \u2013 6:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1800'}, u'open': {u'day': 1, u'time': u'0730'}}, {u'close': {u'day': 2, u'time': u'1800'}, u'open': {u'day': 2, u'time': u'0730'}}, {u'close': {u'day': 3, u'time': u'1800'}, u'open': {u'day': 3, u'time': u'0730'}}, {u'close': {u'day': 4, u'time': u'1800'}, u'open': {u'day': 4, u'time': u'0730'}}, {u'close': {u'day': 5, u'time': u'1800'}, u'open': {u'day': 5, u'time': u'0730'}}]}			3.3	https://maps.google.com/?cid=6238029166585065655	-240	7 Hatfield Lane, Goshen
ChIJrTcre6cP3YkRvjumFZjX7Xc	The Heart Center, a division of Hudson Valley Cardiovascular Practice, P.C.	55 Grand St, Kingston, NY 12401, USA	41.9302385	-73.9984269	(845) 339-8700	+1 845-339-8700	http://www.healthquest.org/medical-practice/hqmp-home.aspx				5	https://maps.google.com/?cid=8641800308192066494	-240	55 Grand Street, Kingston
ChIJAYvi8wssw4kRYrhCSy2LJsQ	Vein Center-The Hudson Valley	14 Scotchtown Avenue, Goshen, NY 10924, USA	41.4067659	-74.3179626	(845) 477-5705	+1 845-477-5705						https://maps.google.com/?cid=14134137507201333346	-240	14 Scotchtown Avenue, Goshen
ChIJSd3lj7CIxIkR_oZ9SWUeZKw	Morristown Memorial Hospital	103 Plateau Dr, East Stroudsburg, PA 18301, USA	41.02643070000001	-75.1698205								https://maps.google.com/?cid=12422087092568164094	-240	103 Plateau Drive, East Stroudsburg
ChIJq-6ju8fexIkR86BULJefI1A	Fresenius Medical Care @ Community Medical Center	1800 Mulberry Street, Scranton, PA 18510, USA	41.4003846	-75.64584529999999	(570) 969-8000	+1 570-969-8000	http://www.ultracare-dialysis.com/					https://maps.google.com/?cid=5774634618851729651	-240	1800 Mulberry Street, Scranton
ChIJh4OROA_LxIkREAyxdz2VYc0	Wayne Memorial Community Health Center	29 Woodlands Dr, Waymart, PA 18472, USA	41.5823361	-75.4008769	(570) 488-9787	+1 570-488-9787	http://www.wmh.org/wmchc/				5	https://maps.google.com/?cid=14799273941749795856	-240	29 Woodlands Drive, Waymart
ChIJhfLRTwQ-3YkRa1mw2HPUfFw	Advanced Kidney Care	9 Livingston St #1N, Poughkeepsie, NY 12601, USA	41.6928681	-73.9363197	(845) 471-8272	+1 845-471-8272	http://www.advancedkidneycareny.com/					https://maps.google.com/?cid=6664435142623254891	-240	9 Livingston Street #1N, Poughkeepsie
ChIJnfvTtRxww4kR3S7Xc7pfYKY	Hussey Unit	175 High St, Newton, NJ 07860, USA	41.0573222	-74.7684974								https://maps.google.com/?cid=11988687462472298205	-240	175 High Street, Newton
ChIJMXUTyxyDw4kRugyITMxNeOU	Regional Cancer Care Associates LLC	108 Bilby Rd #301, Hackettstown, NJ 07840, USA	40.8666028	-74.81552490000001	(908) 813-0790	+1 908-813-0790	http://www.regionalcancercare.org/locations/hackettstown					https://maps.google.com/?cid=16535051571743427770	-240	108 Bilby Road #301, Hackettstown
ChIJuw1cCpxOxIkR3c828UZaGg0	Blue Mountain Hospital Palmerton	135 Lafayette Ave, Palmerton, PA 18071, USA	40.8030053	-75.6150195	(610) 826-3141	+1 610-826-3141	https://www.blmtn.org/				1.6	https://maps.google.com/?cid=944166332628651997	-240	135 Lafayette Avenue, Palmerton
ChIJbU2ILfcyw4kRHQOINTvzQGM	Richard C Ward Addiction Treatment	117 Seward Ave, Middletown, NY 10940, USA	41.449136	-74.4380378	(845) 341-2500	+1 845-341-2500	http://www.oasas.ny.gov/atc/ward/				5	https://maps.google.com/?cid=7151983643891073821	-240	117 Seward Avenue, Middletown
ChIJSf21rD9bw4kRKscDyyN733c	Milford Health & Wellness	111 E Catherine St # 120, Milford, PA 18337, USA	41.3233926	-74.8014068	(570) 409-8484	+1 570-409-8484	http://www.atlantichealth.org/newton/our-services/health-wellness-centers/milford-health-wellness.html					https://maps.google.com/?cid=8637758003979994922	-240	111 East Catherine Street # 120, Milford
ChIJZUky4-csw4kRfj3lDC7ocMQ	Crystal Run Healthcare Middletown	300 Crystal Run Rd, Middletown, NY 10941, USA	41.454125	-74.347256	(845) 703-6999	+1 845-703-6999	http://www.crystalrunhealthcare.com/locations/middletown-300-crystal-run-rd	{u'weekday_text': [u'Monday: 7:30 AM \u2013 6:00 PM', u'Tuesday: 7:30 AM \u2013 6:00 PM', u'Wednesday: 7:30 AM \u2013 6:00 PM', u'Thursday: 7:30 AM \u2013 6:00 PM', u'Friday: 7:30 AM \u2013 6:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1800'}, u'open': {u'day': 1, u'time': u'0730'}}, {u'close': {u'day': 2, u'time': u'1800'}, u'open': {u'day': 2, u'time': u'0730'}}, {u'close': {u'day': 3, u'time': u'1800'}, u'open': {u'day': 3, u'time': u'0730'}}, {u'close': {u'day': 4, u'time': u'1800'}, u'open': {u'day': 4, u'time': u'0730'}}, {u'close': {u'day': 5, u'time': u'1800'}, u'open': {u'day': 5, u'time': u'0730'}}]}			4	https://maps.google.com/?cid=14155068913307958654	-240	300 Crystal Run Road, Middletown
ChIJt2pQ2ng-3YkRLD2Rr4cx4wQ	Dyson Breast Center	Second Floor, 21 Reade Pl, Poughkeepsie, NY 12601, USA	41.69429100000001	-73.933554	(845) 214-1840	+1 845-214-1840	http://www.healthquest.org/medical-practice/hqmp-home.aspx					https://maps.google.com/?cid=352179654700907820	-240	Second Floor, 21 Reade Place, Poughkeepsie
ChIJu7sYmMNYwokRNpgQM4U8hp4	Philip Steven Barie, M.D.	525 East 68th Street, 7th Floor, New York, NY 10065, USA	40.76465299999999	-73.953904	(212) 746-5401	+1 212-746-5401	https://weillcornell.org/pbarie	{u'weekday_text': [u'Monday: 8:00 AM \u2013 8:00 PM', u'Tuesday: 8:00 AM \u2013 8:00 PM', u'Wednesday: 8:00 AM \u2013 8:00 PM', u'Thursday: 8:00 AM \u2013 8:00 PM', u'Friday: 8:00 AM \u2013 8:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'2000'}, u'open': {u'day': 1, u'time': u'0800'}}, {u'close': {u'day': 2, u'time': u'2000'}, u'open': {u'day': 2, u'time': u'0800'}}, {u'close': {u'day': 3, u'time': u'2000'}, u'open': {u'day': 3, u'time': u'0800'}}, {u'close': {u'day': 4, u'time': u'2000'}, u'open': {u'day': 4, u'time': u'0800'}}, {u'close': {u'day': 5, u'time': u'2000'}, u'open': {u'day': 5, u'time': u'0800'}}]}			5	https://maps.google.com/?cid=11422884047656884278	-240	525 East 68th Street, 7th Floor, New York
ChIJSf21rD9bw4kRo4e-JKv9nNg	Milford Urgent Care	111 E Catherine St #130, Milford, PA 18337, USA	41.3236	-74.8014553	(570) 409-9700	+1 570-409-9700	http://www.atlantichealth.org/morristown/our+services/urgent+care/urgent+care+at+milford	{u'weekday_text': [u'Monday: 9:00 AM \u2013 7:00 PM', u'Tuesday: 9:00 AM \u2013 7:00 PM', u'Wednesday: Closed', u'Thursday: 9:00 AM \u2013 7:00 PM', u'Friday: 9:00 AM \u2013 7:00 PM', u'Saturday: 9:00 AM \u2013 5:00 PM', u'Sunday: 9:00 AM \u2013 5:00 PM'], u'open_now': False, u'periods': [{u'close': {u'day': 0, u'time': u'1700'}, u'open': {u'day': 0, u'time': u'0900'}}, {u'close': {u'day': 1, u'time': u'1900'}, u'open': {u'day': 1, u'time': u'0900'}}, {u'close': {u'day': 2, u'time': u'1900'}, u'open': {u'day': 2, u'time': u'0900'}}, {u'close': {u'day': 4, u'time': u'1900'}, u'open': {u'day': 4, u'time': u'0900'}}, {u'close': {u'day': 5, u'time': u'1900'}, u'open': {u'day': 5, u'time': u'0900'}}, {u'close': {u'day': 6, u'time': u'1700'}, u'open': {u'day': 6, u'time': u'0900'}}]}			3.6	https://maps.google.com/?cid=15608629320056997795	-240	111 East Catherine Street #130, Milford
