place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	opening_hours	permanently_closed	price_level	rating	url	utc_offset	vicinity
place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	opening_hours	permanently_closed	price_level	rating	url	utc_offset	vicinity
place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	opening_hours	permanently_closed	price_level	rating	url	utc_offset	vicinity
place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	opening_hours	permanently_closed	price_level	rating	url	utc_offset	vicinity
ChIJCU7_bR9WxIkRCcdxigq8AhQ	Penn-Kidder Medical Center	2565 PA-903, Albrightsville, PA 18210, USA	41.0088695	-75.598694	(570) 722-2125	+1 570-722-2125	https://www.lvhn.org/find_a_practice/profile/1568				5	https://maps.google.com/?cid=1441921584170387209	-240	2565 Pennsylvania 903, Albrightsville
ChIJ-StxaYVZwokReNieCTSiikM	Planned Parenthood - Margaret Sanger Health Center	26 Bleecker St, New York, NY 10012, USA	40.7254088	-73.9936268	(212) 965-7000	+1 212-965-7000	https://www.plannedparenthood.org/health-center/new-york/new-york/10012/margaret-sanger-center-3325-91110?utm_campaign=margaret-sanger-health-center&utm_medium=organic&utm_source=local-listing	{u'weekday_text': [u'Monday: 8:00 AM \u2013 6:30 PM', u'Tuesday: 8:00 AM \u2013 6:30 PM', u'Wednesday: 8:00 AM \u2013 8:30 PM', u'Thursday: 8:00 AM \u2013 6:30 PM', u'Friday: 8:00 AM \u2013 6:30 PM', u'Saturday: 8:00 AM \u2013 4:30 PM', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1830'}, u'open': {u'day': 1, u'time': u'0800'}}, {u'close': {u'day': 2, u'time': u'1830'}, u'open': {u'day': 2, u'time': u'0800'}}, {u'close': {u'day': 3, u'time': u'2030'}, u'open': {u'day': 3, u'time': u'0800'}}, {u'close': {u'day': 4, u'time': u'1830'}, u'open': {u'day': 4, u'time': u'0800'}}, {u'close': {u'day': 5, u'time': u'1830'}, u'open': {u'day': 5, u'time': u'0800'}}, {u'close': {u'day': 6, u'time': u'1630'}, u'open': {u'day': 6, u'time': u'0800'}}]}			3.6	https://maps.google.com/?cid=4866880691710646392	-240	26 Bleecker Street, New York
ChIJU7gwaZrQxIkRcDkKqr61gnc	Physicians Health Alliance, Inc.	109 Terrace Dr, Peckville, PA 18452, USA	41.4921678	-75.5897732	(570) 383-7001	+1 570-383-7001	http://www.phacommonwealth.com/					https://maps.google.com/?cid=8611645267987020144	-240	109 Terrace Drive, Peckville
ChIJW23cRAYtw4kRtA_dCBsPy54	Orange Regional Medical Center	707 E Main St, Middletown, NY 10940, USA	41.441994	-74.36816999999999	(845) 333-1000	+1 845-333-1000	http://www.ormc.org/	{u'weekday_text': [u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours'], u'open_now': True, u'periods': [{u'open': {u'day': 0, u'time': u'0000'}}]}			2.9	https://maps.google.com/?cid=11442255887052115892	-240	707 East Main Street, Middletown
ChIJqVXqYMbAxokRmCIwXdWDw58	Lankenau Medical Center	100 Lancaster Ave, Wynnewood, PA 19096, USA	39.9882832	-75.2620232	(484) 476-2000	+1 484-476-2000	https://www.mainlinehealth.org/locations/lankenau-medical-center				3.9	https://maps.google.com/?cid=11512190024903828120	-240	100 Lancaster Avenue, Wynnewood
ChIJZ6irBfh3xIkROdtD-D6_j7U	Warren Hills Health Center	315 New Jersey 31, Washington, NJ 07882, USA	40.7385987	-74.9769089	(908) 835-3000	+1 908-835-3000	http://www.warrenhospital.org/					https://maps.google.com/?cid=13082885719708654393	-240	315 New Jersey 31, Washington
ChIJGUHXo38P3YkRIQvDcKtzZPY	Kingston Ambulatory Surgical	40 Hurley Ave #13, Kingston, NY 12401, USA	41.93627979999999	-74.0273752	(845) 338-4777	+1 845-338-4777						https://maps.google.com/?cid=17754442811169770273	-240	40 Hurley Avenue #13, Kingston
ChIJ1yIupyHP54kRMUej5Mm4Jqw	Gaylord Specialty Healthcare/Gaylord Hospital	50 Gaylord Farm Rd, Wallingford, CT 06492, USA	41.47277	-72.8568866	(203) 284-2800	+1 203-284-2800	http://www.gaylord.org/	{u'weekday_text': [u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours'], u'open_now': True, u'periods': [{u'open': {u'day': 0, u'time': u'0000'}}]}			4	https://maps.google.com/?cid=12404805400902453041	-240	50 Gaylord Farm Road, Wallingford
ChIJLV1LKraw3IkRhepX6A8voZ4	Catskill Regional Medical Group: Monticello	60 Jefferson St # 1, Monticello, NY 12701, USA	41.6600762	-74.695756	(845) 794-7897	+1 845-794-7897	http://www.crmcny.org/				1	https://maps.google.com/?cid=11430469074612120197	-240	60 Jefferson Street # 1, Monticello
ChIJbRtJsmXtxIkRYCiPS6lpPTI	Pocono Health Systems	100 Community Dr, Tobyhanna, PA 18466, USA	41.1492548	-75.3730961	(570) 895-4669	+1 570-895-4669	http://www.poconohealthsystem.org					https://maps.google.com/?cid=3620165851313809504	-240	100 Community Drive, Tobyhanna
place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	opening_hours	permanently_closed	price_level	rating	url	utc_offset	vicinity
ChIJCU7_bR9WxIkRCcdxigq8AhQ	Penn-Kidder Medical Center	2565 PA-903, Albrightsville, PA 18210, USA	41.0088695	-75.598694	(570) 722-2125	+1 570-722-2125	https://www.lvhn.org/find_a_practice/profile/1568				5	https://maps.google.com/?cid=1441921584170387209	-240	2565 Pennsylvania 903, Albrightsville
ChIJ-StxaYVZwokReNieCTSiikM	Planned Parenthood - Margaret Sanger Health Center	26 Bleecker St, New York, NY 10012, USA	40.7254088	-73.9936268	(212) 965-7000	+1 212-965-7000	https://www.plannedparenthood.org/health-center/new-york/new-york/10012/margaret-sanger-center-3325-91110?utm_campaign=margaret-sanger-health-center&utm_medium=organic&utm_source=local-listing	{u'weekday_text': [u'Monday: 8:00 AM \u2013 6:30 PM', u'Tuesday: 8:00 AM \u2013 6:30 PM', u'Wednesday: 8:00 AM \u2013 8:30 PM', u'Thursday: 8:00 AM \u2013 6:30 PM', u'Friday: 8:00 AM \u2013 6:30 PM', u'Saturday: 8:00 AM \u2013 4:30 PM', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1830'}, u'open': {u'day': 1, u'time': u'0800'}}, {u'close': {u'day': 2, u'time': u'1830'}, u'open': {u'day': 2, u'time': u'0800'}}, {u'close': {u'day': 3, u'time': u'2030'}, u'open': {u'day': 3, u'time': u'0800'}}, {u'close': {u'day': 4, u'time': u'1830'}, u'open': {u'day': 4, u'time': u'0800'}}, {u'close': {u'day': 5, u'time': u'1830'}, u'open': {u'day': 5, u'time': u'0800'}}, {u'close': {u'day': 6, u'time': u'1630'}, u'open': {u'day': 6, u'time': u'0800'}}]}			3.6	https://maps.google.com/?cid=4866880691710646392	-240	26 Bleecker Street, New York
ChIJU7gwaZrQxIkRcDkKqr61gnc	Physicians Health Alliance, Inc.	109 Terrace Dr, Peckville, PA 18452, USA	41.4921678	-75.5897732	(570) 383-7001	+1 570-383-7001	http://www.phacommonwealth.com/					https://maps.google.com/?cid=8611645267987020144	-240	109 Terrace Drive, Peckville
ChIJW23cRAYtw4kRtA_dCBsPy54	Orange Regional Medical Center	707 E Main St, Middletown, NY 10940, USA	41.441994	-74.36816999999999	(845) 333-1000	+1 845-333-1000	http://www.ormc.org/	{u'weekday_text': [u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours'], u'open_now': True, u'periods': [{u'open': {u'day': 0, u'time': u'0000'}}]}			2.9	https://maps.google.com/?cid=11442255887052115892	-240	707 East Main Street, Middletown
ChIJqVXqYMbAxokRmCIwXdWDw58	Lankenau Medical Center	100 Lancaster Ave, Wynnewood, PA 19096, USA	39.9882832	-75.2620232	(484) 476-2000	+1 484-476-2000	https://www.mainlinehealth.org/locations/lankenau-medical-center				3.9	https://maps.google.com/?cid=11512190024903828120	-240	100 Lancaster Avenue, Wynnewood
ChIJZ6irBfh3xIkROdtD-D6_j7U	Warren Hills Health Center	315 New Jersey 31, Washington, NJ 07882, USA	40.7385987	-74.9769089	(908) 835-3000	+1 908-835-3000	http://www.warrenhospital.org/					https://maps.google.com/?cid=13082885719708654393	-240	315 New Jersey 31, Washington
ChIJGUHXo38P3YkRIQvDcKtzZPY	Kingston Ambulatory Surgical	40 Hurley Ave #13, Kingston, NY 12401, USA	41.93627979999999	-74.0273752	(845) 338-4777	+1 845-338-4777						https://maps.google.com/?cid=17754442811169770273	-240	40 Hurley Avenue #13, Kingston
ChIJ1yIupyHP54kRMUej5Mm4Jqw	Gaylord Specialty Healthcare/Gaylord Hospital	50 Gaylord Farm Rd, Wallingford, CT 06492, USA	41.47277	-72.8568866	(203) 284-2800	+1 203-284-2800	http://www.gaylord.org/	{u'weekday_text': [u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours'], u'open_now': True, u'periods': [{u'open': {u'day': 0, u'time': u'0000'}}]}			4	https://maps.google.com/?cid=12404805400902453041	-240	50 Gaylord Farm Road, Wallingford
ChIJLV1LKraw3IkRhepX6A8voZ4	Catskill Regional Medical Group: Monticello	60 Jefferson St # 1, Monticello, NY 12701, USA	41.6600762	-74.695756	(845) 794-7897	+1 845-794-7897	http://www.crmcny.org/				1	https://maps.google.com/?cid=11430469074612120197	-240	60 Jefferson Street # 1, Monticello
ChIJbRtJsmXtxIkRYCiPS6lpPTI	Pocono Health Systems	100 Community Dr, Tobyhanna, PA 18466, USA	41.1492548	-75.3730961	(570) 895-4669	+1 570-895-4669	http://www.poconohealthsystem.org					https://maps.google.com/?cid=3620165851313809504	-240	100 Community Drive, Tobyhanna
