
place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	opening_hours	permanently_closed	price_level	rating	url	utc_offset	vicinity
place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	opening_hours	permanently_closed	price_level	rating	url	utc_offset	vicinity
place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	opening_hours	permanently_closed	price_level	rating	url	utc_offset	vicinity
place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	opening_hours	permanently_closed	price_level	rating	url	utc_offset	vicinity
place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	opening_hours	permanently_closed	price_level	rating	url	utc_offset	vicinity
place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	opening_hours	permanently_closed	price_level	rating	url	utc_offset	vicinity
ChIJ0z3FGguzu4cRnV4Ce0PzzfQ	Susan B Allen Memorial Hospital	720 W Central, El Dorado, KS 67042, USA	37.8184912	-96.858336	(316) 321-3300	+1 316-321-3300	http://www.sbamh.com/	{u'weekday_text': [u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours'], u'open_now': True, u'periods': [{u'open': {u'day': 0, u'time': u'0000'}}]}			2.4	https://maps.google.com/?cid=17640022786632212125	-300	720 W Central, El Dorado
place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	opening_hours	permanently_closed	price_level	rating	url	utc_offset	vicinity
place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	opening_hours	permanently_closed	price_level	rating	url	utc_offset	vicinity
place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	opening_hours	permanently_closed	price_level	rating	url	utc_offset	vicinity
ChIJ0z3FGguzu4cRnV4Ce0PzzfQ	Susan B Allen Memorial Hospital	720 W Central, El Dorado, KS 67042, USA	37.8184912	-96.858336	(316) 321-3300	+1 316-321-3300	http://www.sbamh.com/	{u'weekday_text': [u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours'], u'open_now': True, u'periods': [{u'open': {u'day': 0, u'time': u'0000'}}]}			2.4	https://maps.google.com/?cid=17640022786632212125	-300	720 W Central, El Dorado
place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	opening_hours	permanently_closed	price_level	rating	url	utc_offset	vicinity
ChIJ0z3FGguzu4cRnV4Ce0PzzfQ	Susan B Allen Memorial Hospital	720 W Central, El Dorado, KS 67042, USA	37.8184912	-96.858336	(316) 321-3300	+1 316-321-3300	http://www.sbamh.com/	{u'weekday_text': [u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours'], u'open_now': True, u'periods': [{u'open': {u'day': 0, u'time': u'0000'}}]}			2.4	https://maps.google.com/?cid=17640022786632212125	-300	720 W Central, El Dorado
place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	opening_hours	permanently_closed	price_level	rating	url	utc_offset	vicinity
ChIJ0z3FGguzu4cRnV4Ce0PzzfQ	Susan B Allen Memorial Hospital	720 W Central, El Dorado, KS 67042, USA	37.8184912	-96.858336	(316) 321-3300	+1 316-321-3300	http://www.sbamh.com/	{u'weekday_text': [u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours'], u'open_now': True, u'periods': [{u'open': {u'day': 0, u'time': u'0000'}}]}			2.4	https://maps.google.com/?cid=17640022786632212125	-300	720 W Central, El Dorado
